date,latitude,longitude,depth,mag,status,locationSource,magSource,is_replica
40292,-18.5178,-70.5051,92,5,automatic,IGP,IGP,1
40293,-3.5054,-77.9773,121,4.5,automatic,IGP,IGP,0
40293,-6.5432,-80.9164,27,4.5,automatic,IGP,IGP,1
40293,-6.8177,-72.8679,27,5.6,automatic,IGP,IGP,1
40294,-17.1593,-69.3432,36,4.9,automatic,IGP,IGP,0
40294,-16.2007,-73.8787,102,5.1,automatic,IGP,IGP,0
40294,-13.6362,-76.3474,51,4.8,automatic,IGP,IGP,1
40294,-12.7265,-76.9799,36,5,automatic,IGP,IGP,0
40294,-8.4771,-75.7144,142,5.2,automatic,IGP,IGP,0
40295,-10.0254,-75.4167,58,4.6,automatic,IGP,IGP,0
40295,-16.0396,-73.9239,29,4.5,automatic,IGP,IGP,0
40300,-13.2946,-75.0768,32,4.5,automatic,IGP,IGP,1
40300,-7.1067,-75.4493,136,4.6,automatic,IGP,IGP,1
40301,-4.3918,-80.8877,28,4.9,automatic,IGP,IGP,0
40302,-12.995,-74.886,101,4.5,automatic,IGP,IGP,0
40304,-18.3431,-71.2708,25,6.6,automatic,IGP,IGP,0
40304,-18.2422,-71.1773,38,4.9,automatic,IGP,IGP,1
40304,-18.2205,-71.2499,28,5,automatic,IGP,IGP,1
40304,-18.4935,-71.4076,32,4.6,automatic,IGP,IGP,1
40304,-7.8325,-76.3994,155,4.5,automatic,IGP,IGP,1
40309,-15.6636,-75.5713,37,4.6,automatic,IGP,IGP,0
40309,-5.9669,-77.3138,92,4.5,automatic,IGP,IGP,1
40310,-13.666,-74.7961,103,4.5,automatic,IGP,IGP,1
40311,-11.5764,-73.0169,57,4.7,automatic,IGP,IGP,1
40312,-14.55,-73.4631,76,4.5,automatic,IGP,IGP,1
40313,-12.9184,-75.2479,84,4.8,automatic,IGP,IGP,1
40314,-7.7381,-81.2263,28,4.5,automatic,IGP,IGP,1
40315,-12.1944,-76.1268,108,4.5,automatic,IGP,IGP,1
40317,-5.6126,-77.786,122,6.3,automatic,IGP,IGP,0
40317,-14.4833,-76.2774,11,4.7,automatic,IGP,IGP,1
40318,-18.405,-70.707,35,4.8,automatic,IGP,IGP,1
40320,-13.337,-69.746,595,4.6,automatic,IGP,IGP,1
40320,-14.4489,-76.2028,30,4.6,automatic,IGP,IGP,1
40320,-13.3447,-76.599,61,4.9,automatic,IGP,IGP,1
40321,-14.061,-74.6083,103,6.2,automatic,IGP,IGP,1
40322,-17.234,-69.6495,206,4.9,automatic,IGP,IGP,1
40322,-15.7779,-72.2742,120,4.8,automatic,IGP,IGP,1
40322,-8.5197,-72.3406,632,6.6,automatic,IGP,IGP,1
40322,-14.4982,-76.2391,43,4.5,automatic,IGP,IGP,1
40323,-14.5101,-76.2536,22,4.5,automatic,IGP,IGP,1
40325,-8.079,-81.3885,31,4.7,automatic,IGP,IGP,1
40325,-10.6847,-79.5064,55,4.9,automatic,IGP,IGP,0
40326,-9.0006,-74.5924,189,4.6,automatic,IGP,IGP,0
40327,-16.6962,-73.2661,60,4.9,automatic,IGP,IGP,1
40327,-14.5546,-75.4024,48,4.9,automatic,IGP,IGP,1
40327,-7.7011,-81.6715,4,4.5,automatic,IGP,IGP,1
40327,-3.4144,-78.3558,163,4.5,automatic,IGP,IGP,1
40328,-15.4148,-73.5944,109,4.9,automatic,IGP,IGP,0
40332,-11.1739,-80.2559,55,4.7,automatic,IGP,IGP,0
40333,-15.402,-70.2206,190,5,automatic,IGP,IGP,1
40333,-13.7822,-74.7159,99,4.5,automatic,IGP,IGP,1
40334,-16.9542,-72.7449,15,4.6,automatic,IGP,IGP,0
40334,-5.075,-80.8811,5,4.5,automatic,IGP,IGP,0
40335,-16.2812,-72.9178,66,4.8,automatic,IGP,IGP,1
40335,-11.1172,-79.5296,39,4.9,automatic,IGP,IGP,1
40335,-16.5731,-74.1674,46,4.7,automatic,IGP,IGP,0
40337,-12.8652,-75.4373,42,4.8,automatic,IGP,IGP,1
40337,-9.1796,-79.4398,41,4.5,automatic,IGP,IGP,0
40337,-15.79,-75.042,46,4.6,automatic,IGP,IGP,0
40337,-17.5192,-72.8208,37,5.2,automatic,IGP,IGP,1
40338,-15.1801,-71.0769,185,5.3,automatic,IGP,IGP,0
40339,-12.9544,-75.1672,81,4.5,automatic,IGP,IGP,1
40339,-15.6438,-71.1937,193,5,automatic,IGP,IGP,1
40342,-7.713,-76.3389,166,4.5,automatic,IGP,IGP,1
40345,-16.2005,-72.8674,99,4.7,automatic,IGP,IGP,1
40345,-8.2897,-81.8207,23,4.5,automatic,IGP,IGP,1
40348,-16.3267,-73.9389,40,4.9,automatic,IGP,IGP,0
40350,-14.6015,-75.8199,47,4.7,automatic,IGP,IGP,1
40352,-17.311,-69.34,166,4.2,automatic,IGP,IGP,1
40352,-15.877,-69.9556,232,4.7,automatic,IGP,IGP,0
40354,-15.8573,-72.784,26,4.5,automatic,IGP,IGP,1
40354,-16.7686,-72.2435,45,4.5,automatic,IGP,IGP,0
40355,-6.0932,-78.8207,36,4.5,automatic,IGP,IGP,1
40355,-12.1167,-70.9107,54,4.6,automatic,IGP,IGP,0
40355,-4.991,-77.826,114,5.4,automatic,IGP,IGP,0
40355,-14.132,-74.6176,105,4.8,automatic,IGP,IGP,0
40355,-10.1963,-80.0552,55,5.1,automatic,IGP,IGP,1
40356,-16.2121,-73.9,48,4.6,automatic,IGP,IGP,1
40359,-18.5687,-72.4931,41,4.5,automatic,IGP,IGP,0
40359,-7.9727,-80.0785,49,4.5,automatic,IGP,IGP,0
40360,-16.7934,-73.9243,23,4.7,automatic,IGP,IGP,0
40361,-16.4304,-74.1707,53,4.5,automatic,IGP,IGP,0
40361,-6.0153,-75.3375,102,4.9,automatic,IGP,IGP,1
40363,-8.3597,-80.628,47,5.9,automatic,IGP,IGP,1
40363,-4.9954,-80.2754,36,4.6,automatic,IGP,IGP,1
40363,-15.7925,-75.2438,56,4.5,automatic,IGP,IGP,0
40363,-9.76,-80.0001,24,5,automatic,IGP,IGP,0
40365,-8.2836,-81.2553,44,5.3,automatic,IGP,IGP,1
40366,-9.7581,-74.9178,124,4.5,automatic,IGP,IGP,1
40366,-15.749,-73.4285,90,4.6,automatic,IGP,IGP,0
40367,-4.7642,-80.8084,28,4.5,automatic,IGP,IGP,1
40370,-15.1205,-73.6197,92,5.1,automatic,IGP,IGP,1
40370,-9.321,-78.2435,78,4.6,automatic,IGP,IGP,0
40371,-15.6913,-73.6381,55,4.5,automatic,IGP,IGP,0
40371,-17.4178,-70.4121,107,5.1,automatic,IGP,IGP,0
40372,-17.6602,-73.5863,16,4.5,automatic,IGP,IGP,1
40372,-9.6846,-74.8282,128,4.9,automatic,IGP,IGP,1
40374,-9.3549,-78.3717,56,4.6,automatic,IGP,IGP,0
40376,-16.5137,-73.7629,41,4.9,automatic,IGP,IGP,1
40376,-8.5537,-79.5318,61,4.5,automatic,IGP,IGP,0
40376,-8.2441,-79.7865,55,4.5,automatic,IGP,IGP,1
40377,-14.4512,-76.6696,11,4.7,automatic,IGP,IGP,0
40378,-10.9758,-78.196,33,4.6,automatic,IGP,IGP,1
40381,-16.3483,-75.1693,32,4.6,automatic,IGP,IGP,0
40383,-12.9853,-76.0485,91,4.6,automatic,IGP,IGP,0
40386,-18.1268,-72.8374,49,4.5,automatic,IGP,IGP,0
40387,-10.566,-75.1535,170,4.5,automatic,IGP,IGP,1
40387,-14.8076,-73.8266,100,4.5,automatic,IGP,IGP,0
40387,-15.4728,-74.4384,34,4.6,automatic,IGP,IGP,1
40388,-4.0336,-77.9758,50,4.5,automatic,IGP,IGP,0
40388,-15.0796,-74.8183,56,4.7,automatic,IGP,IGP,0
40388,-8.904,-75.7174,143,4.8,automatic,IGP,IGP,0
40389,-8.7576,-79.5351,57,4.5,automatic,IGP,IGP,0
40390,-17.1531,-69.26,169,4.7,automatic,IGP,IGP,0
40390,-9.1978,-75.261,153,4.5,automatic,IGP,IGP,0
40392,-8.59,-74.9504,194,4.9,automatic,IGP,IGP,1
40392,-4.6723,-80.8641,51,4.5,automatic,IGP,IGP,1
40392,-8.59,-74.9504,194,4.9,automatic,IGP,IGP,0
40392,-16.2503,-72.6345,42,4.5,automatic,IGP,IGP,0
40392,-12.4643,-76.8026,59,4.5,automatic,IGP,IGP,1
40393,-2.8342,-80.6813,12,4.8,automatic,IGP,IGP,1
40394,-14.4205,-75.8459,59,4.5,automatic,IGP,IGP,1
40394,-17.557,-69.83,129,4.4,automatic,IGP,IGP,1
40395,-17.7884,-70.9226,136,5.1,automatic,IGP,IGP,1
40397,-16.1124,-72.6941,55,4.5,automatic,IGP,IGP,0
40398,-15.7522,-74.2485,31,4.5,automatic,IGP,IGP,0
40399,-13.2987,-71.1519,19,4.7,automatic,IGP,IGP,1
40399,-17.198,-72.5571,13,4.7,automatic,IGP,IGP,1
40399,-15.0837,-74.5728,55,4.6,automatic,IGP,IGP,1
40399,-9.888,-80.7581,26,4.7,automatic,IGP,IGP,1
40400,-5.2186,-76.527,55,4.6,automatic,IGP,IGP,1
40400,-14.0727,-73.0863,60,5.3,automatic,IGP,IGP,1
40400,-6.2052,-75.1628,144,4.6,automatic,IGP,IGP,0
40401,-14.3044,-73.327,102,5.2,automatic,IGP,IGP,0
40401,-11.709,-76.1635,79,4.6,automatic,IGP,IGP,1
40402,-12.2924,-72.7416,39,5.3,automatic,IGP,IGP,0
40402,-8.6145,-79.1942,51,4.6,automatic,IGP,IGP,0
40402,-10.1243,-75.3486,102,4.7,automatic,IGP,IGP,0
40403,-12.4024,-77.2049,21,4.5,automatic,IGP,IGP,1
40403,-15.6649,-71.5242,108,4.5,automatic,IGP,IGP,1
40404,-9.2499,-79.2217,37,4.5,automatic,IGP,IGP,0
40404,-9.3432,-79.4064,71,4.5,automatic,IGP,IGP,1
40407,-5.6959,-79.9184,64,5.5,automatic,IGP,IGP,0
40408,-17.9032,-73.7028,4,4.5,automatic,IGP,IGP,0
40409,-10.1057,-75.3369,141,4.5,automatic,IGP,IGP,1
40411,-15.9619,-74.7824,43,4.7,automatic,IGP,IGP,1
40411,-14.2933,-76.4549,30,4.9,automatic,IGP,IGP,1
40412,-4.8943,-81.0389,30,4.9,automatic,IGP,IGP,1
40414,-17.8514,-71.7576,14,4.7,automatic,IGP,IGP,1
40414,-14.4384,-72.9688,115,4.5,automatic,IGP,IGP,1
40415,-12.6861,-73.4358,1,4.5,automatic,IGP,IGP,0
40415,-14.1278,-74.5132,101,4.5,automatic,IGP,IGP,1
40415,-2.6154,-80.8643,43,4.8,automatic,IGP,IGP,0
40416,-13.8293,-75.9804,59,4.6,automatic,IGP,IGP,1
40417,-7.5497,-75.2678,146,5.5,automatic,IGP,IGP,0
40417,-16.1321,-73.7491,39,4.9,automatic,IGP,IGP,1
40417,-14.9522,-72.0285,125,4.5,automatic,IGP,IGP,1
40418,-6.7412,-74.303,131,4.7,automatic,IGP,IGP,0
40419,-14.3628,-76.07,41,4.5,automatic,IGP,IGP,0
40419,-16.8318,-75.014,22,4.7,automatic,IGP,IGP,1
40419,-15.4528,-75.4443,18,4.5,automatic,IGP,IGP,0
40419,-14.3806,-72.6323,43,4.7,automatic,IGP,IGP,0
40419,-12.9299,-73.8211,55,4.7,automatic,IGP,IGP,1
40421,-8.6776,-76.2843,131,4.6,automatic,IGP,IGP,1
40422,-10.7319,-74.8674,173,4.8,automatic,IGP,IGP,0
40422,-4.1424,-80.9458,14,4.9,automatic,IGP,IGP,0
40423,-8.5968,-74.8762,131,4.6,automatic,IGP,IGP,0
40423,-6.4215,-76.0846,22,5.3,automatic,IGP,IGP,1
40424,-15.9413,-75.2105,17,4.7,automatic,IGP,IGP,1
40425,-14.6215,-76.3536,20,4.8,automatic,IGP,IGP,0
40425,-14.7817,-76.4279,23,4.9,automatic,IGP,IGP,0
40425,-14.9984,-75.6743,53,5.1,automatic,IGP,IGP,1
40425,-7.4194,-74.7025,169,5.3,automatic,IGP,IGP,1
40425,-14.4777,-76.3947,24,5.5,automatic,IGP,IGP,0
40426,-15.1607,-73.0376,92,4.5,automatic,IGP,IGP,1
40427,-14.6783,-76.3978,12,4.7,automatic,IGP,IGP,0
40427,-14.6595,-76.3733,15,4.6,automatic,IGP,IGP,1
40428,-3.5482,-76.4977,136,4.8,automatic,IGP,IGP,1
40429,-15.4723,-75.5197,39,4.5,automatic,IGP,IGP,1
40429,-17.9184,-69.8096,217,5.2,automatic,IGP,IGP,1
40430,-15.0075,-72.5228,134,4.8,automatic,IGP,IGP,0
40430,-4.8388,-81.0882,56,4.6,automatic,IGP,IGP,1
40431,-6.93,-79.4024,85,4.7,automatic,IGP,IGP,0
40432,-17.0495,-73.5923,37,4.5,automatic,IGP,IGP,1
40432,-4.4829,-80.8497,15,5.4,automatic,IGP,IGP,0
40432,-14.9806,-72.222,127,4.5,automatic,IGP,IGP,0
40433,-13.0496,-73.9784,74,4.5,automatic,IGP,IGP,1
40434,-10.194,-77.0508,108,4.5,automatic,IGP,IGP,1
40434,-14.6785,-71.1999,193,6.1,automatic,IGP,IGP,1
40436,-14.7284,-75.9617,42,4.5,automatic,IGP,IGP,0
40437,-12.1619,-72.6587,27,4.6,automatic,IGP,IGP,1
40437,-3.337,-80.2322,55,4.5,automatic,IGP,IGP,1
40438,-11.3688,-77.8248,75,4.5,automatic,IGP,IGP,0
40438,-15.8664,-72.3602,91,4.6,automatic,IGP,IGP,1
40438,-15.1594,-75.9062,17,4.8,automatic,IGP,IGP,1
40439,-14.3171,-74.3628,127,4.5,automatic,IGP,IGP,1
40440,-17.0722,-69.3281,176,4.6,automatic,IGP,IGP,0
40441,-16.8413,-72.1162,49,4.5,automatic,IGP,IGP,1
40441,-9.6853,-75.4215,76,4.9,automatic,IGP,IGP,1
40442,-16.9526,-73.0482,42,4.5,automatic,IGP,IGP,1
40443,-8.6499,-77.7868,83,4.6,automatic,IGP,IGP,1
40443,-15.9783,-71.5582,162,4.7,automatic,IGP,IGP,0
40443,-13.4618,-76.4597,61,6.1,automatic,IGP,IGP,1
40443,-2.81,-77.622,75,4,automatic,IGP,IGP,0
40443,-15.0526,-73.6256,88,4.5,automatic,IGP,IGP,1
40443,-14.9948,-73.6559,88,4.5,automatic,IGP,IGP,1
40444,-15.9174,-75.8141,32,5.3,automatic,IGP,IGP,1
40444,-15.7363,-75.6942,25,4.5,automatic,IGP,IGP,0
40444,-16.1307,-75.8178,12,5.1,automatic,IGP,IGP,1
40444,-15.9918,-75.6808,14,4.7,automatic,IGP,IGP,0
40445,-14.9252,-73.6733,103,4.5,automatic,IGP,IGP,0
40445,-7.8286,-74.5501,144,5.8,automatic,IGP,IGP,0
40447,-5.5513,-76.4029,150,4.5,automatic,IGP,IGP,1
40447,-7.2561,-79.9948,62,4.6,automatic,IGP,IGP,1
40447,-5.6524,-77.3351,77,4.5,automatic,IGP,IGP,0
40448,-18.7995,-70.6713,0,5,automatic,IGP,IGP,0
40448,-14.972,-73.6132,102,4.7,automatic,IGP,IGP,1
40448,-9.9881,-78.9544,50,4.5,automatic,IGP,IGP,1
40448,-14.3603,-76.3037,30,4.5,automatic,IGP,IGP,0
40448,-14.8544,-76.0005,19,5.2,automatic,IGP,IGP,0
40449,-15.0889,-76.1478,13,4.9,automatic,IGP,IGP,1
40450,-14.5329,-76.415,24,4.5,automatic,IGP,IGP,1
40450,-11.6399,-73.2424,6,4.6,automatic,IGP,IGP,1
40450,-14.8794,-76.0493,17,4.9,automatic,IGP,IGP,0
40451,-15.0497,-76.1056,32,4.8,automatic,IGP,IGP,0
40451,-10.6636,-76.6867,102,4.5,automatic,IGP,IGP,1
40451,-8.4389,-72.0492,697,5.3,automatic,IGP,IGP,0
40453,-15.5889,-75.5568,44,4.5,automatic,IGP,IGP,1
40453,-16.5119,-73.8809,2,4.8,automatic,IGP,IGP,0
40453,-14.9963,-75.9488,47,4.5,automatic,IGP,IGP,0
40453,-4.2331,-76.4084,76,5.2,automatic,IGP,IGP,1
40453,-14.8683,-75.926,50,4.7,automatic,IGP,IGP,0
40454,-14.795,-76.0498,18,4.8,automatic,IGP,IGP,0
40454,-15.5681,-75.3464,15,4.8,automatic,IGP,IGP,1
40455,-14.9986,-75.9735,46,5.3,automatic,IGP,IGP,1
40455,-15.0209,-76.3036,9,4.8,automatic,IGP,IGP,0
40456,-15.0216,-76.0229,44,5.3,automatic,IGP,IGP,1
40456,-15.0799,-76.6248,28,5,automatic,IGP,IGP,1
40456,-15.2283,-76.3909,13,4.8,automatic,IGP,IGP,0
40456,-16.4025,-73.1264,50,4.5,automatic,IGP,IGP,0
40457,-14.5765,-73.5748,107,4.5,automatic,IGP,IGP,1
40457,-14.712,-75.9912,13,4.7,automatic,IGP,IGP,0
40457,-2.831,-77.6689,142,4.5,automatic,IGP,IGP,0
40458,-16.1132,-70.5985,143,4.8,automatic,IGP,IGP,0
40458,-16.3206,-71.8761,93,4.5,automatic,IGP,IGP,0
40459,-14.9086,-76.1071,42,4.5,automatic,IGP,IGP,1
40459,-5.3399,-77.2596,58,4.5,automatic,IGP,IGP,0
40460,-2.6941,-77.4344,111,5.6,automatic,IGP,IGP,0
40461,-17.874,-70.3461,89,4.5,automatic,IGP,IGP,0
40461,-5.9688,-81.1633,31,4.7,automatic,IGP,IGP,0
40462,-14.8447,-73.3281,32,4.6,automatic,IGP,IGP,0
40462,-14.3774,-75.6646,37,4.5,automatic,IGP,IGP,0
40462,-9.1206,-75.3557,142,4.5,automatic,IGP,IGP,0
40465,-16.7106,-74.5888,10,4.5,automatic,IGP,IGP,0
40466,-15.3642,-75.2463,30,4.5,automatic,IGP,IGP,1
40466,-16.2644,-73.8026,40,4.6,automatic,IGP,IGP,0
40466,-7.3169,-81.0798,20,4.7,automatic,IGP,IGP,0
40466,-6.9808,-80.8508,29,4.5,automatic,IGP,IGP,0
40467,-3.095,-81.1216,12,4.9,automatic,IGP,IGP,1
40467,-11.3741,-76.1517,150,4.5,automatic,IGP,IGP,1
40467,-7.9029,-74.3843,39,4.6,automatic,IGP,IGP,0
40468,-11.8705,-72.4537,164,5.5,automatic,IGP,IGP,1
40468,-10.4848,-78.5182,81,4.9,automatic,IGP,IGP,1
40470,-10.7623,-78.0809,46,4.6,automatic,IGP,IGP,1
40470,-4.4973,-81.545,49,4.6,automatic,IGP,IGP,1
40470,-16.9913,-69.3426,176,4.5,automatic,IGP,IGP,0
40471,-14.194,-73.0105,98,4.5,automatic,IGP,IGP,1
40473,-10.2428,-79.1061,43,4.8,automatic,IGP,IGP,1
40473,-18.3815,-71.4717,26,4.9,automatic,IGP,IGP,1
40473,-8.3404,-80.3279,21,4.5,automatic,IGP,IGP,1
40474,-17.867,-71.4629,28,4.7,automatic,IGP,IGP,0
40475,-16.0564,-72.6405,167,4.5,automatic,IGP,IGP,0
40477,-8.3088,-80.5095,44,4.9,automatic,IGP,IGP,0
40477,-7.2993,-81.4656,51,5.2,automatic,IGP,IGP,0
40478,-16.2257,-70.1003,198,4.7,automatic,IGP,IGP,0
40479,-10.5259,-78.2804,34,4.6,automatic,IGP,IGP,0
40481,-7.5762,-70.9568,429,5.1,automatic,IGP,IGP,0
40483,-10.9357,-77.3764,46,4.7,automatic,IGP,IGP,0
40485,-13.8001,-76.567,48,5.3,automatic,IGP,IGP,0
40487,-10.9156,-74.2057,200,4.5,automatic,IGP,IGP,0
40487,-15.8663,-75.4631,40,4.7,automatic,IGP,IGP,0
40488,-17.04,-72.657,54,4.1,automatic,IGP,IGP,0
40488,-18.4301,-69.8834,153,5.5,automatic,IGP,IGP,1
40488,-8.2929,-75.0586,13,4.8,automatic,IGP,IGP,0
40489,-15.9315,-73.4841,53,4.5,automatic,IGP,IGP,0
40489,-12.1136,-72.3117,139,4.5,automatic,IGP,IGP,1
40490,-14.4333,-75.8353,53,4.6,automatic,IGP,IGP,1
40490,-11.6369,-78.0804,43,4.7,automatic,IGP,IGP,0
40491,-15.1582,-71.825,141,5,automatic,IGP,IGP,1
40491,-6.109,-76.2434,32,4.5,automatic,IGP,IGP,1
40491,-4.3386,-77.1417,152,4.7,automatic,IGP,IGP,0
40492,-10.8615,-78.6377,55,4.7,automatic,IGP,IGP,0
40492,-12.4654,-77.3362,56,4.9,automatic,IGP,IGP,0
40493,-9.7486,-74.681,24,4.5,automatic,IGP,IGP,0
40494,-7.039,-80.9078,7,4.5,automatic,IGP,IGP,1
40494,-15.7835,-72.798,28,4.5,automatic,IGP,IGP,0
40496,-10.2186,-77.1516,41,4.7,automatic,IGP,IGP,1
40497,-8.4816,-75.5478,56,4.7,automatic,IGP,IGP,1
40497,-8.4184,-76.1505,42,4.5,automatic,IGP,IGP,1
40498,-16.4457,-71.907,166,4.6,automatic,IGP,IGP,0
40498,-15.2357,-72.6276,29,4.6,automatic,IGP,IGP,1
40499,-16.188,-75.508,2,5.2,automatic,IGP,IGP,0
40499,-16.0089,-75.0594,16,5.4,automatic,IGP,IGP,1
40499,-15.9381,-75.4832,32,4.7,automatic,IGP,IGP,1
40499,-15.8867,-75.322,36,4.8,automatic,IGP,IGP,0
40499,-15.866,-75.1977,32,4.5,automatic,IGP,IGP,0
40499,-16.028,-75.2559,25,4.9,automatic,IGP,IGP,0
40500,-16.1309,-75.4325,22,5.3,automatic,IGP,IGP,0
40500,-9.718,-78.8652,46,4.7,automatic,IGP,IGP,1
40500,-4.8948,-81.3067,56,4.7,automatic,IGP,IGP,0
40500,-15.7027,-72.9384,18,4.7,automatic,IGP,IGP,1
40500,-14.4479,-72.7857,63,4.6,automatic,IGP,IGP,1
40501,-18.0072,-69.608,77,4.7,automatic,IGP,IGP,0
40501,-15.8634,-75.2344,35,4.5,automatic,IGP,IGP,0
40501,-16.022,-75.2977,30,4.5,automatic,IGP,IGP,0
40502,-5.7564,-78.558,27,4.5,automatic,IGP,IGP,1
40502,-6.0135,-77.3539,56,4.6,automatic,IGP,IGP,0
40502,-16.0309,-75.376,46,4.7,automatic,IGP,IGP,0
40502,-3.1479,-81.2485,41,4.5,automatic,IGP,IGP,1
40503,-9.6639,-79.0914,15,4.6,automatic,IGP,IGP,0
40503,-15.3275,-71.8247,142,4.5,automatic,IGP,IGP,0
40504,-16.3021,-74.4636,27,4.5,automatic,IGP,IGP,1
40504,-16.4359,-74.653,26,5.1,automatic,IGP,IGP,1
40504,-3.9288,-82.1889,59,4.8,automatic,IGP,IGP,0
40504,-8.2811,-75.5269,20,4.6,automatic,IGP,IGP,0
40506,-10.9559,-73.95,154,4.8,automatic,IGP,IGP,0
40506,-8.8733,-75.644,158,4.9,automatic,IGP,IGP,0
40506,-16.3422,-73.761,31,4.6,automatic,IGP,IGP,1
40506,-14.8563,-72.0034,8,5.3,automatic,IGP,IGP,0
40506,-14.8747,-72.1272,11,4.6,automatic,IGP,IGP,0
40507,-14.9187,-72.0864,19,4.7,automatic,IGP,IGP,1
40507,-16.1014,-71.6942,10,5.2,automatic,IGP,IGP,0
40508,-9.6236,-75.3105,204,4.6,automatic,IGP,IGP,0
40509,-12.1328,-75.8608,109,4.6,automatic,IGP,IGP,0
40509,-15.0366,-72.3226,145,4.5,automatic,IGP,IGP,1
40510,-16.3961,-72.5278,112,4.5,automatic,IGP,IGP,0
40510,-5.9193,-75.3491,135,4.9,automatic,IGP,IGP,1
40510,-14.9478,-71.9685,8,5.4,automatic,IGP,IGP,0
40511,-17.4618,-72.6129,50,4.5,automatic,IGP,IGP,0
40512,-15.9832,-72.7359,110,4.7,automatic,IGP,IGP,1
40512,-13.5354,-77.0832,31,4.5,automatic,IGP,IGP,1
40512,-8.9532,-80.083,15,4.6,automatic,IGP,IGP,0
40512,-10.282,-78.9869,25,4.5,automatic,IGP,IGP,0
40513,-13.6264,-76.8741,38,4.5,automatic,IGP,IGP,1
40514,-15.7104,-70.4919,227,4.7,automatic,IGP,IGP,0
40516,-4.7705,-80.6389,33,4.5,automatic,IGP,IGP,0
40517,-9.8476,-79.8106,32,4.9,automatic,IGP,IGP,0
40517,-15.073,-75.6979,38,4.7,automatic,IGP,IGP,1
40518,-12.0894,-77.4634,37,4.6,automatic,IGP,IGP,0
40518,-14.5,-74.1591,110,4.6,automatic,IGP,IGP,0
40519,-16.9305,-71.1276,123,5.2,automatic,IGP,IGP,1
40519,-14.3784,-72.4499,93,4.5,automatic,IGP,IGP,0
40519,-8.2898,-77.2196,35,4.5,automatic,IGP,IGP,1
40520,-16.6993,-73.8019,32,4.5,automatic,IGP,IGP,1
40520,-8.4739,-74.4691,183,4.8,automatic,IGP,IGP,1
40521,-7.0533,-77.4594,25,4.5,automatic,IGP,IGP,1
40522,-5.5099,-76.4976,55,4.5,automatic,IGP,IGP,1
40522,-15.4376,-72.1726,138,4.6,automatic,IGP,IGP,1
40523,-17.7811,-72.0705,11,5.2,automatic,IGP,IGP,0
40523,-6.1061,-76.5711,136,4.5,automatic,IGP,IGP,1
40524,-6.1853,-76.1872,77,4.6,automatic,IGP,IGP,0
40524,-6.0529,-76.0891,81,4.5,automatic,IGP,IGP,0
40524,-4.1868,-79.0372,101,4.6,automatic,IGP,IGP,0
40524,-9.7542,-80.5138,28,4.7,automatic,IGP,IGP,0
40524,-4.2441,-80.3159,5,4.5,automatic,IGP,IGP,1
40525,-2.5012,-77.7324,78,5.2,automatic,IGP,IGP,0
40525,-5.8542,-75.6918,73,4.5,automatic,IGP,IGP,0
40525,-4.1119,-76.9147,170,4.7,automatic,IGP,IGP,1
40527,-10.03,-79.0629,54,4.7,automatic,IGP,IGP,1
40527,-18.1785,-69.4538,158,4.9,automatic,IGP,IGP,1
40528,-10.9514,-73.7274,133,5.6,automatic,IGP,IGP,1
40528,-11.8836,-76.0281,124,4.6,automatic,IGP,IGP,0
40529,-17.3768,-71.6716,42,5.2,automatic,IGP,IGP,1
40529,-8.7427,-71.5048,638,5.3,automatic,IGP,IGP,0
40530,-15.284,-71.553,124,4.3,automatic,IGP,IGP,1
40531,-9.2645,-74.4442,155,4.8,automatic,IGP,IGP,1
40531,-15.2495,-72.1741,136,4.9,automatic,IGP,IGP,1
40531,-11.2725,-74.6131,114,4.5,automatic,IGP,IGP,0
40531,-11.2041,-79.4663,54,4.9,automatic,IGP,IGP,0
40532,-6.9323,-76.0822,57,4.5,automatic,IGP,IGP,0
40532,-14.8567,-72.0903,10,4.8,automatic,IGP,IGP,0
40532,-7.7807,-74.3171,171,4.5,automatic,IGP,IGP,0
40533,-5.8755,-76.6018,137,4.5,automatic,IGP,IGP,0
40533,-10.1035,-79.6335,38,4.8,automatic,IGP,IGP,1
40533,-15.4188,-70.8271,206,5.2,automatic,IGP,IGP,1
40533,-13.5815,-76.3367,58,4.5,automatic,IGP,IGP,1
40534,-17.9858,-73.9075,58,4.7,automatic,IGP,IGP,0
40534,-15.5416,-71.999,162,4.7,automatic,IGP,IGP,1
40534,-7.2947,-78.5491,34,4.5,automatic,IGP,IGP,1
40535,-5.2395,-81.4322,0,4.5,automatic,IGP,IGP,0
40537,-16.1367,-73.8565,23,4.6,automatic,IGP,IGP,1
40537,-15.0607,-72.1126,135,4.6,automatic,IGP,IGP,1
40538,-15.9767,-74.6849,116,4.5,automatic,IGP,IGP,1
40538,-15.8363,-75.5097,9,4.6,automatic,IGP,IGP,1
40538,-16.7783,-72.7279,43,4.5,automatic,IGP,IGP,0
40539,-15.1658,-72.867,127,4.8,automatic,IGP,IGP,1
40539,-6.1706,-76.3843,115,4.6,automatic,IGP,IGP,0
40539,-16.1903,-74.2041,25,4.9,automatic,IGP,IGP,0
40539,-10.2583,-76.6693,65,4.5,automatic,IGP,IGP,1
40539,-14.1624,-72.9283,139,4.5,automatic,IGP,IGP,0
40540,-18.4383,-69.8162,108,4.7,automatic,IGP,IGP,0
40540,-10.9799,-78.4154,51,4.9,automatic,IGP,IGP,0
